uniprot_acc	inferred_tier_a	inferred_tier_b	confidence_score	contradiction_flag	composite_architecture	n_sources	conflict_notes	curator_decision	curator_notes
A0A6B7E891	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
A0A6B7E874	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
A0A6B7E868	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
A0A6B7E866	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
A0A6B7E811	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
A0A6B7E809	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
A0A6B7E804	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
A0A6B7E992	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
A0A6B7E9V3	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
A0A6B7E9V8	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
A0A6B7E9W1	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
A0A6B7EBJ7	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
A0A6B7EBI9	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
A0A6B7EBI3	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
A0A6B7EBH3	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
A0A6B7EBG2	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
A0A6B7EBF3	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
A0A6B7EB46	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
A0A6B7EB18	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
A0A6B7EB09	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
A0A6B7EAZ5	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
A0A6B7EAW0	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
A0A6B7EAR2	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
A0A6B7EAQ2	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
A0A6B7EAM7	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
A0A6B7EAJ7	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
A0A6B7EAJ6	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
A0A6B7EAE5	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
A0A6B7E9W2	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
A0A6B7E9W3	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
A0A6B7EA06	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
A0A6B7EA07	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
A0A6B7EA16	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
A0A6B7EA52	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
A0A6B7EBM6	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
A0A6B7EA53	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
A0A6B7EA94	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
A0A6B7EA99	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
A0A6B7EAA5	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
A0A6B7EAC0	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
A0A6B7EAE0	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
A0A6B7EAE2	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
A0A6B7EA70	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
A0A860N7C1	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
A0A887ETY2	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
A0A860N7C9	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
C8C873	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
C8C864	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
C8C860	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
C8C847	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
C8C845	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
C8C841	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
C8C839	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
C8C833	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
C8C818	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
C8C817	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
C8C815	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
C8C809	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
C8C803	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
C8C801	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
C8C886	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
C8C7Z7	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
C8C7Z0	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
C8C7Y5	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
C8C7X9	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
C8C7X7	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
C8C7W5	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
C8C7W2	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
C8C7V5	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
C8C7V4	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
C8C7U8	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
C8C7U1	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
C8C7T6	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
C8C7T3	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
C8C7S7	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
C8C7S3	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
C8C7Z1	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
C8C7S0	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
C8C889	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
C9VZY6	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
D2XKQ3	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
D2XKP6	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
D2XKN8	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
D2XKN0	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
D2XKL4	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
D2X6S2	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
D2X6L7	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
D2X6J8	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
D2X6H1	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
D2SSE0	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
D2SSD1	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
D2SSC3	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
D2SSA5	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
D2SS96	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
C8C890	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
D2SS79	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
D2SS61	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
D2SS43	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
D2SS16	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
D2SS07	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
D2SRZ8	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
D2SRY1	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
D2K3A7	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
D2EAT2	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
D2EAT0	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
D2EAR8	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
D0PTD2	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
D0EK31	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
D0EK22	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
D0EK13	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
D2SS70	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
C8C7R8	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
C8C7R7	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
C8C7P6	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
C8C771	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
C8C768	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
C8C767	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
C8C766	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
C8C758	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
C8C752	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
C8C746	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
C8C743	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
C8C742	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
C8C734	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
C8C727	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
C8C725	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
C8C720	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
C8C717	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
C8C775	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
C8C714	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
C8C705	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
C8C701	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
C8C6Z9	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
C8C6Z8	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
C8C6Z7	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
C8C6Z4	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
C8C6Z2	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
C8C6Z1	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
C8C6Z0	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
C8C6Y5	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
C8C6X3	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
C8C6W7	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
C8C6W6	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
C8C6V4	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
C8C709	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
C8C778	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
C8C780	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
C8C789	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
C8C7P0	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
C8C7N3	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
C8C7M9	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
C8C7L7	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
C8C7L6	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
C8C7L2	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
C8C7L1	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
C8C7L0	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
C8C7K9	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
C8C7K6	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
C8C7K3	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
C8C7K0	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
C8C7J7	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
C8C7J4	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
C8C7J3	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
C8C7I8	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
C8C7I1	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
C8C795	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
C8C797	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
C8C7B0	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
C8C7B7	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
C8C7C4	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
C8C7C8	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
D2XKR2	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
C8C7F9	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
C8C7G6	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
C8C7G9	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
C8C7H3	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
C8C7H5	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
C8C7H9	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
C8C7I0	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
C8C7G4	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
D2XKS0	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
D2XKW4	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
D2XKX2	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
E3WDS0	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
E3WDR1	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
E3WDP6	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
E3WDN7	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
E3WDM8	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
E3W238	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
E3T8G1	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
E3T8E3	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
E2E2M9	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
E2E2M3	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
E2E2L7	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
E2E2L1	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
E2E2K5	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
E2E2J9	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
E5KCT5	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
E2E2J3	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
E2E2I1	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
E2E2H6	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
E2E2H0	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
E2E2G4	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
E2E2F8	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
E2CXE1	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
E2CXD3	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
E2CXC4	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
E2CXB5	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
E2CXA7	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
E2CX99	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
E2CX91	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
E2CX83	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
E2CX74	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
E2E2I7	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
E5KCT7	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
E5KCT8	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
E5KCT9	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
E5KD35	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
E5KD34	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
E5KD33	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
E5KD32	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
E5KD29	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
E5KD27	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
E5KD26	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
E5KD22	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
E5KD20	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
E5KD18	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
E5KD17	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
E5KD05	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
E5KD04	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
E5KCZ6	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
E5KCZ4	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
E5KCZ2	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
E5KCY9	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
E5KCU9	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
E5KCV0	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
E5KCV7	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
E5KCV9	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
E5KCW2	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
E5KCW3	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
E2CX65	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
E5KCX3	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
E5KCX8	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
E5KCY0	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
E5KCY1	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
E5KCY4	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
E5KCY6	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
E5KCY8	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
E5KCX6	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
C8C6V0	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
E2CX56	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
E2CX38	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
D6QZZ9	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
D6QZG3	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
D6QZE5	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
D6NT25	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
D6NSY6	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
D5L1R1	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
D5L1Q2	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
D5L1P4	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
D5L1N5	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
D5L1M6	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
D5KXF2	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
D5KXE3	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
D5JWV1	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
D5FTP4	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
D6R017	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
D3XNA6	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
D3XNA1	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
D3XN95	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
D3XN94	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
D3XN93	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
D3XN92	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
D3XN91	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
D3U0I5	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
D3TIN0	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
D3KYV8	TRANSPOSASE	UNKNOWN	0.5455	True	False	2	contradiction (conf=0.55)		
